PUZZLE,CATEGORY,,
FAMILIAR QUOTATIONS,Things,,
LEGAL ACTION FIGURE,Before & After,,
CHECKING THE DAILY SURF REPORT,What Are You Doing?,,
ALL YOU NEED IS LOVE,Song Title,,
AS SOON AS POSSIBLE,Phrase,,
LOUD OVATION,Thing,,
RAY OF SUNSHINE,Thing,,
PALM READER,Person,,
MY WAY OR THE HIGHWAY,Rhyme Time,,
STRAWBERRY MARGARITA ON THE ROCKS,Food & Drink,,
PARTY ANIMAL SHELTER,Before & After,,
CELEBRITY AUCTION,Event,,
MAKING UP FOR LOST TIME,Phrase,,
POINT OF VIEW,Thing,,
COOL BREEZE,Thing,,
WARDROBE DESIGNER,Occupation,,
THE GREEN HORNET,Movie Title,,
THRILLING AMUSMENT PARK RIDES,Fun & Games,,
CHARLIE BROWN AND LUCY,Fictional Character,,
THINGS ARE HEATING UP,Phrase,,
OFFICIAL BIOGRAPHER,Person,,
GREAT AMBITION,Thing,,
TESTING THE WATERS,Phrase,,
ICE CREAM SANDWICH,Food & Drink,,
OH WHAT A TANGLED WEB WE WEAVE,Quotation,,
AMERICAN IDOL JUDGE JENNIFER LOPEZ,Show Biz,,
COME ON BABY LET THE GOOD TIMES ROLL,Song Lyrics,,
BASEBALL CARD COLLECTION,Around the House,,
HAVE FAITH,Phrase,,
BARBECUE PIT,Thing,,
CUTE AS A BUTTON,Phrase,,
PORTABLE AIR CONDITIONER,Around the House,,
CHILLING OUT AT THE INFINITY POOL,Fun & Games,,
ROBERT DE NIRO,Proper Name,,
BUSINESS PARTNERS,People,,
BODYGUARD,Person,,
SETTING SAIL,What Are You Doing?,,
ROASTED ALMONDS,Food & Drink,,
EVERY DAY WITH RACHEL RAY,Title,,
SEEING A GAME AT WRIGLEY FIELD,Event,,
ROADSIDE ATTRACTIONS,Things,,
FLOWERS IN FULL BLOOM,Living Things,,
TOUGH ACT TO FOLLOW,Phrase,,
SPRING CLEANING,Event,,
EVERY DOG HAS HIS DAY PLANNER,Before & After,,
CAT ON A HOT TIN ROOF,Title,,
CUPS AND SAUCERS,Around the House,,
HIGHLY ORGANIZED,Phrase,,
PLAYING FETCH,Fun & Games,,
WOODY WOODPECKER,Fictional Character,,
AND THEY CALLED IT PUPPY LOVE,Song Lyrics,,
ANIMATED TELEVISION SERIES,Show Biz,,
ORGANIC FARM,Place,,
AMERICAN KENNEL CLUB,Proper Name,,
WHAT A KICK,Phrase,,
SCRATCHING POST,Around the House,,
ENGLISH SPRINGER SPANIEL,Living Thing,,
ESCAPING TO A TROPICAL LOCATION,What Are You Doing?,,
WEDDING MARCH OF THE PENGUINS,Before & After,,
BETTY WHITE,Proper Name,,
SMITTEN WITH MY KITTEN,Rhyme Time,,
BY A WIDE MARGIN,Phrase,,
FLY LIKE AN EAGLE,Song Title,,
DINNER THEATER,Show Biz,,
FRESHWATER FISH AQUARIUM,Around the House,,
SOUTH OF THE BORDER COLLIE,Before & After,,
FANTASTIC SKI CONDITIONS,Phrase,,
VEGETABLE GARDEN,Place,,
LOCAL WEATHERMAN,Occupation,,
PHOTOGRAPHIC MEMORY,Thing,,
FLAGPOLE,Thing,,
LADY AND THE TRAMP,Movie Title,,
TWICE AS NICE,Rhyme Time,,
HOUND DOG BY ELVIS PRESLEY,Song/Artist,,
CRISPY CRUNCHY CARAMEL CORN,Same Letter,,
EARLY BIRDS,People,,
FOUR QUARTS,Things,,
FIRST IMPRESSION,Thing,,
EASTERN EUROPE,On the Map,,
TEEN SENSATION JUSTIN BEIBER,Show Biz,,
DANCING TO A STEEL DRUM BAND,Fun & Games,,
I SPEAK FLUENT SWEDISH MEATBALLS,Before & After,,
PAPERBACK WRITER,Song Title,,
ABSOLUTE BEGINNERS,People,,
PUBLIC WALKWAY,Place,,
A FRIEND OF A FRIEND,Person,,
CLOSELY GUARDED SECRETS,Things,,
KNIGHTS OF THE ROUND TABLE AND CHAIRS,Before & After,,
MILD HOT AND EXTRA HOT SALSA,Food & Drink,,
TRACK MEET,Fun & Games,,
CAMEO APPEARANCE,Show Biz,,
GIGABYTES,Things,,
TRAVEL AGENCY,Place,,
BOWL OF FRUIT,Food & Drink,,
HUNGRY HUNGRY HIPPOS,Same Letter,,
THE LORD OF THE RINGS MOVIE TRILOGY,Show Biz,,
YOU MAY ASK YOURSELF WELL HOW DID I GET HERE,Song Lyrics,,
WHEELBARROW RACE,Fun & Games,,
GORGEOUS BANQUET,Thing,,
SIMPLY THE BEST,Song Title,,
THE FROG PRINCE,Fictional Character,,
LITTLE LEAGUE BASEBALL COACH,Same Letter,,
PLAYING A NEW SONG ON MY UKULELE,What Are You Doing?,,
ONE PER CUSTOMER,Phrase,,
SEASONED CURLY FRIES,Food & Drink,,
AS YOU WISH,Phrase,,
AIRLINE TICKETS,Things,,
CLAIM TO FAME,Rhyme Time,,
BORROWING A CUP OF SUGAR FROM MY NEIGHBORS,What Are You Doing?,,
REMEMBER TO PACK THE CAMERA,Phrase,,
JOHN STAMOS,Proper Name,,
CHILDHOOD SWEETHEARTS,People,,
KID STUFF,Phrase,,
FIRING UP THE GRILL,What Are You Doing?,,
BREAKING NEWS,Event,,
GRAND MARSHALL OF THE PARADE,Person,,
ANOTHER STAMP ON MY PASSPORT,Thing,,
BIKINI STRING CHEESE,Before & After,,
SIMPLE SOLUTION,Same Letter,,
WHITE CARNATIONS,Living Thing,,
FOOD FOR THOUGHT,Phrase,,
LEONARDO DICAPRIO,Proper Name,,
THE BALL IS IN YOUR COURT,Phrase,,
THE RUNNING OF THE BULLS,Event,,
A SIGN FROM ABOVE,Phrase,,
SOUTH DAKOTA,On the Map,,
START ME UP BY THE ROLLING STONES,Song/Artist,,
RIGHT TURN ON RED LOBSTER,Before & After,,
MOVIE TRAILERS,Show Biz,,
CONGRESSIONAL REPRESENTATIVE,Person,,
LAUGH IT OFF,Phrase,,
PICNIC BASKET,Thing,,
LUKE SKYWALKER,Fictional Character,,
TRYING ON A NEW PAIR OF SHOES,What Are You Doing?,,
A LOCAL EXPERIENCED TOUR GUIDE,Person,,
CHICKEN A LA KING KONG,Before & After,,
SLICED HONEYDEW,Food & Drink,,
MAGIC CARPET RIDE,Song Title,,
BUS ROUTE,Thing,,
FOOL ME ONCE SHAME ON YOU FOOL ME TWICE SHAME ON ME,Phrase,,
COMPUTER KEYBOARD,Thing,,
SOLAR PANELS,Things,,
NATIONAL PARKS,Places,,
REDUCE REUSE RECYCLE,Same Letter,,
EMPIRE STATE BUILDING,Landmark,,
WAX FRUIT SMOOTHIE,Before & After,,
APRIL SHOWERS,Events,,
GARLIC BREAD,Food & Drink,,
A WEALTH OF INFOMATION,Phrase,,
HOW KIND,Phrase,,
WIND POWER,Thing,,
CLOTHES DRYER,Around the House,,
THROWING OUT THE FIRST PITCH,Event,,
LET THERE BE LIGHT BULBS,Before & After,,
THE FRESHEST PINEAPPLE JUICE,Food & Drink,,
CARPOOL LANE,Place,,
LIVING OFF THE LAND,Phrase,,
WEDDING PLANNER,Occupation,,
TYPEWRITER RIBBON,Thing,,
FLOWER CHILDREN,People,,
HENRY WINKLER AS FONZIE,Star & Role,,
GO QUIETLY,Phrase,,
POLAR ICE CAP,Place,,
ANTHONY HOPKINS,Proper Name,,
PROTECTING THE ENVIORNMENT,What Are You Doing?,,
SCIENTIFIC STUDY,Thing,,
A BIG FISH IN A SMALL POND,Phrase,,
LAWN FURNITURE,Around the House,,
GIFT OF GAB,Phrase,,
WATER FILTER,Around the House,,
TORONTO BLUE JAYS,Proper Name,,
THE AIR THAT WE BREATHE,Thing,,
A DELICIOUS CUP OF HOT COCOA,Food & Drink,,
SUPPORTING THE LOCAL FARMERS MARKET,What Are You Doing?,,
DISTANT COUSINS,People,,
THE RUMORS ARE TRUE,Phrase,,
A MIXED BAG,Phrase,,
FASTEN YOUR SEAT BELTS,Phrase,,
MOUNT MCKINLEY,On the Map,,
LINGERIE DEPARTMENT OF TRANSPORTATION,Before & After,,
BUILDING SANDCASTLES,Fun & Games,,
MUSTANG SALLY,Song Title,,
ASKING FOR DIRECTIONS,What Are You Doing?,,
A BUNCH OF GRAPES,Food & Drink,,
SOLID PROOF,Phrase,,
SPEED LIMIT,Thing,,
ENTERTAINMENT NEWS PROGRAM,Show Biz,,
WELCOME TO THE ALOHA STATE,Phrase,,
BOTTLED MINERAL WATER,Food & Drink,,
FEEDING THE METER,What Are You Doing?,,
JOGGING IN PLACE,What Are You Doing?,,
LIFE IS A HIGHWAY,Song Title,,
SPUR OF THE MOMENT,Phrase,,
SEE YOU LATER ALLIGATOR,Rhyme Time,,
MOTHER GOOSE BUMPS,Before & After,,
WORKING UP A SWEAT,What Are You Doing?,,
PRESIDENTIAL HISTORIAN,Person,,
WORD TO THE WISE,Phrase,,
KING OF THE ROAD,Song Title,,
MOVIE MARATHON,Show Biz,,
BRIGHTLY COLORED BEACH UMBRELLAS,Things,,
MAKING A PIT STOP,What Are You Doing?,,
TURNPIKE TOLLBOOTH,Place,,
AUTOGRAPH,Thing,,
I GET AROUND,Song Title,,
WINDSHIELD WIPERS,Things,,
TRAFFIC LIGHT OF MY LIFE,Before & After,,
LOUNGING BY THE POOL ALL DAY LONG,What Are You Doing?,,
HITCHHIKERS,People,,
KANSAS CITY ROYALS,Proper Name,,
HUMBLE BEGINNINGS,Phrase,,
OPENING CREDITS,Show Biz,,
CLASS CLOWN,Person,,
LIGHTNING IN A BOTTLE,Phrase,,
WEARING A BEAUTIFUL FLOWER LEI,What Are You Doing?,,
BUFFALO WING AND A PRAYER,Before & After,,
BOSTON RED SOX,Proper Name,,
GETTING A HOLE IN ONE,Event,,
GOLF VISOR,Thing,,
GET IN THE GAME,Phrase,,
HONEY BUNNY,Rhyme Time,,
THE HARDY BOYS AND NANCY DREW,Fictional Characters,,
BIG BIRTHDAY BASH,Same Letter,,
DAZZLING STRETCH OF CARIBBEAN COAST,Place,,
CUTE COUPLE,Person,,
MINNEAPOLIS MINNESOTA,On the Map,,
BABY FACE,Thing,,
DOUBLE DARE,Thing,,
A PRIDE OF LIONS,Living Things,,
TWILIGHT STAR KRISTEN STEWART,Show Biz,,
SKIING AND SNOWBOARDING,Fun & Games,,
LITTLE BROTHER,Person,,
UNDER MY PILLOW,Place,,
STRIVING TO BE THE BEST,What Are You Doing?,,
DUNE BUGGY,Thing,,
BEAUTIFUL SMILE,Thing,,
POP STAR KATY PERRY,Show Biz,,
LEFT FIELD MOUSE,Before & After,,
COMBING THE BEACH FOR SEASHELLS,What Are You Doing?,,
ANTIQUE SHOP,Place,,
EMPLOYEE OF THE MONTH,Person,,
CONNECTING THE DOTS,What Are You Doing?,,
PURE GOLD,Thing,,
LOVE CONQUERS ALL,Quotation,,
POTTERY WHEEL,Thing,,
MADE FROM THE FINEST INGREDIENTS,Phrase,,
THE GIRL WITH THE DRAGON TATTOO,Best Seller,,
DISTRICT OF COLUMBIA,On the Map,,
CRYSTAL CHANDELIER,Around the House,,
BEAT THE HEAT,Rhyme Time,,
MONOPOLY BOARD,Fun & Games,,
OPEN SESAME SEED BUN,Before & After,,
COLLEGE ROOMMATES,People,,
LAS VEGAS WEDDING CHAPEL,Rhyme Time,,
WOBBLY LEGS,Things,,
SEEING A MIRAGE,Event,,
AEROBICS CLASS,Fun & Games,,
DEATH VALLEY NATIONAL PARK,Landmark,,
STEAK BEAN AND CHEESE BURRITO,Food & Drink,,
FAIRY GODMOTHER,Fictional Character,,
LAUGHING HYENAS,Living Things,,
SOLID FOUNDATIONS,Thing,,
EPIC VOYAGE,Event,,
CACTUS FLOWERS,Living Things,,
SAUDI ARABIA,On the Map,,
THE LAND OF LEPRECHAUNS,Place,,
ROB LOWE,Proper Name,,
ADMINISTRATIVE PROFESSIONAL,Occupation,,
BOOK JACKET,Thing,,
MUTE BUTTON,Thing,,
IN IT TO WIN IT,Phrase,,
TIME TO FACE THE MUSIC THEATER,Before & After,,
THE FOOT OF AN ACTIVE VOLCANO,Place,,
LIGHTNING BUGS,Living Things,,
RIDING A UNICYCLE,Fun & Games,,
GIVE A HOOT,Phrase,,
A MOONLIGHT NIGHT,Event,,
STAGE MANAGER,Show Biz,,
ON A HORSE WITH NO NAME,Song Lyrics,,
LOVELIEST LEADING LADY,Same Letter,,
RELAXING IN A POOLSIDE CABANA,What Are You Doing?,,
FAMILY BUSINESS,Thing,,
INFORMATION BOOTH,Place,,
DOGGY DISH,Thing,,
JAZZ FESTIVAL,Show Biz,,
MISSISSIPPI RIVER,On the Map,,
TASTING THE LOCAL RUM PUNCH,What Are You Doing?,,
GOOD LUCK CHARM,Thing,,
CROCODILES AND GATORS,Living Things,,
TOUGH STUFF,Rhyme Time,,
JACKSON SQUARE,Landmark,,
DIFFERENT STROKES FOR DIFFERENT FOLKS,Phrase,,
EARLY MORNING SURFING LESSON,Fun & Games,,
BROWN PELICAN,Living Thing,,
THE NEVILLE BROTHERS,Family,,
WITHIN YOUR GRASP,Phrase,,
MARDI GRAS FLOAT,Thing,,
RADIO DISC JOCKEY,Occupation,,
JUST ONE BIG HAPPY FAMILY,Phrase,,
WATER SLIDE TROMBONE,Before & After,,
KICKING BACK IN THE JACUZZI,What Are You Doing?,,
BANANAS FOSTER,Food & Drink,,
CAR ENTHUSIAST,Person,,
MEDIA HYPE,Show Biz,,
THE CRESCENT CITY,Place,,
FRIENDLY FACES,Things,,
BEAUTY MARK TWAIN,Before & After,,
LIKE A BREATH OF FRESH AIR,Phrase,,
DO DO THAT VOODOO THAT YOU DO SO WELL,Song Lyrics,,
SHRIMP JAMBALAYA,Food & Drink,,
SOLVING A MYSTERY,What Are You Doing?,,
A COOL VAN,Thing,,
GARDEN DISTRICT,Place,,
EQUIPMENT MANAGER,Occupation,,
SHINY STERLING SILVER SPOON,Same Letter,,
HANGING OUT ON THE BEACH,What Are You Doing?,,
MAGNOLIA BLOSSOMS,Living Things,,
BOBBY PIN,Thing,,
STUDENT UNION,Place,,
CHEERLEADERS FORMING A PYRAMID,Fun & Games,,
FUNNY BUSINESS DEGREE,Before & After,,
SEEING A SHOW IN THE BIG APPLE,Event,,
FACEBOOK FRIEND,Person,,
BACK POCKET,Thing,,
MARTIANS IN FLYING SAUCERS,Fictional Characters,,
FRATERNITY HOUSE OF PANCAKES,Before & After,,
WEEKEND ROAD TRIP,Event,,
PHOTO EXHIBIT,Thing,,
ACADEMIC SCHOLARSHIP,College Life,,
RIVERBOAT CAPTAIN,Person,,
PLAYWRIGHT TENNESSEE WILLIAMS,Proper Name,,
DORM ROOM FOR IMPROVEMENT,Before & After,,
RESEARCH LAB,Place,,
WALKING THE RED CARPET,Show Biz,,
INGENIOUS DEVICE,Thing,,
HONORS COURSE,Thing,,
FIELD HOCKEY,Fun & Games,,
HOW I SPENT MY SUMMER VACATION,Phrase,,
CHIRPING CRICKETS,Living Things,,
FRESHMAN ORIENTATION,College Life,,
FOCAL POINT,Thing,,
SPRING BREAK,Event,,
PLAYING KICKBALL,Fun & Games,,
ASKING MOM AND DAD FOR MONEY,What Are You Doing?,,
HOLLYWOOD MOVIE MAGIC,Show Biz,,
GOOGLE AND JOB SEARCH,Same Name,,
TROUBLEMAKER,Person,,
NATIONAL GEOGRAPHIC,Title,,
QUALIFICATIONS,Things,,
BON APPETIT,Phrase,,
SAXOPHONE PLAYER,Person,,
KITCHEN KNICKNACKS,Same Letter,,
THE BELLE OF THE BALL AND CHAIN,Before & After,,
ANNETTE BENING,Proper Name,,
CANDLELIGHT DINNER,Event,,
SQUARE FOOTAGE,Thing,,
FRIED CRAWFISH,Food & Drink,,
GULF OF MEXICO,On the Map,,
CHEFS COOKING CAJUN CUISINE,Same Letter,,
THIS IS YOUR CAPTAIN SPEAKING,Phrase,,
GUILTY PLEASURE,Thing,,
A STREETCAR NAMED DESIRE,Title,,
TRAVEL VOUCHER,Thing,,
SEAFOOD GUMBO,Food & Drink,,
FEAST YOUR EYES ON THIS,Phrase,,
ALL KINDS OF EXOTIC PLANTS AND ANIMALS,Living Things,,
POTATO PEELER,In the Kitchen,,
CONVERSATION PIECE,Thing,,
BRIGHT OUTLOOK,Thing,,
OYSTERS ROCKEFELLER,Food & Drink,,
THE SOUTH OF FRANCE,On the Map,,
ENJOYING SCRUMPTOUS APPETIZERS,What Are You Doing?,,
ELECTRIC CAN OPENER,In the Kitchen,,
HOT TOPIC,Thing,,
BREAD PUDDING,Food & Drink,,
JOHNNY DEPP AS RANGO,Star & Role,,
LIVING THE ISLAND LIFESTYLE,Phrase,,
THIS ONE GOES OUT TO THE ONE I LOVE,Song Lyrics,,
HOME PLATE UMPIRE,Person,,
BOLD TYPEFACE,Thing,,
FAMILY MAN,Person,,
SECRET PASSAGE,Place,,
HEY DIDDLE DIDDLE THE CAT AND THE FIDDLE,Rhyme Time,,
STOLLING THROUGH CENTRAL PARK,What Are You Doing?,,
TELEVISION THEME SONGS,Show Biz,,
WOOL GLOVES,Things,,
OH BROTHER,Phrase,,
LOOSE AS A GOOSE,Rhyme Time,,
ACADEMY AWARD WINNER COLIN FIRTH,Show Biz,,
THE FRENCH QUARTER IN NEW ORLEANS,On the Map,,
COZY COMFORTABLE COUCH,Same Letter,,
CURIOUS GEORGE,Fictional Character,,
UNITED STATES SENATORS,People,,
DAILY BLOG,Thing,,
COSMETICS COUNTER,Place,,
CATCHING A SOUVENIR FOUL BALL,Event,,
RED AND GREEN CHILI PEPPERS,Food & Drink,,
PULLING A TOOTH DECAY,Before & After,,
SYCAMORE TREE,Living Thing,,
CONSTRUCTION WORKER,Occupation,,
BLACK GOWN,Thing,,
PINBALL MACHINE,Fun & Games,,
PUNCTUATION MARK WAHLBERG,Before & After,,
GETTING AWAY FROM IT ALL,What Are You Doing?,,
LIGHTNING FIXTURES,Around the House,,
QUITE A JOLT,Phrase,,
SCRABBLE TOURNAMENT,Fun & Games,,
CHICKEN LITTLE,Fictional Character,,
REUNITED AND IT FEELS SO GOOD,Song Lyrics,,
HIGHLY RESPECTED MEMBER OF THE COMMUNITY,Phrase,,
RIDING THE FERRY TO ALCATRAZ ISLAND,Event,,
INDIANAPOLIS INDIANA,On the Map,,
TAKING THE NEXT STEP,What Are You Doing?,,
UNUSUAL HOBBY,Thing,,
GAME SET AND MATCH,Phrase,,
LINEN NAPKINS,Around the House,,
HALL OF FAMER PETE SAMPRAS,Proper Name,,
CHARTERING A CATAMARAN FOR THE DAY,Fun & Games,,
COUNTRY MUSIC FIDDLER ON THE ROOF,Before & After,,
GLASS ELEVATOR,Place,,
SUNDAE WITH A CHERRY ON TOP,Food & Drink,,
PHONE JACK,Thing,,
WOODEN RACQUETS,Things,,
GO WITH THE FLOW,Rhyme Time,,
TOURING COASTAL FISHING VILLAGES,What Are You Doing?,,
CLAY COURTS,Places,,
A PENNY FOR YOUR THOUGHTS,Phrase,,
PIPING HOT,Phrase,,
VENUS WILLIAMS,Proper Name,,
NOTHING VENTURED NOTHING GAINED,Phrase,,
BAKING BUTTERSCOTCH BROWNIES,Same Letter,,
GENTLY SWAYING PALM TREES,Living Things,,
LINE JUDGE,Person,,
JUMPING OVER THE NET,What Are You Doing?,,
LOOKS YUMMY,Phrase,,
SERVE AND VOLLEY,Phrase,,
YELLOW DAFFODILS,Living Things,,
GOLDILOCKS AND THE THREE BEARS,Title,,
TAKE IT TO THE LIMIT ONE MORE TIME,Song Lyrics,,
STOCK TIP OF THE ICEBERG,Before & After,,
JIMMY CONNORS,Proper Name,,
FLIGHT INSTRUCTOR,Occupation,,
AT THE BUZZER,Phrase,,
DOUBLES PARTNERS,People,,
CLASS REUNION,Event,,
WEEKEND BOX OFFICE REPORT,Show Biz,,
YOU HAVE TO SEE IT TO BELIEVE IT,Phrase,,
JOHN MCENROE,Proper Name,,
THE COWARDLY LION,Fictional Character,,
FILL THE VOID,Phrase,,
GO WEST YOUNG MAN,Quotation,,
TWENTY QUESTIONS,Fun & Games,,
UNIVERSITY MARCHING BAND,People,,
BURYING MY FEET IN THE SAND,What Are You Doing?,,
INSTANT RELIEF PITCHER,Before & After,,
HOUSE PAINTER,Occupation,,
CLYDESDALE HORSES,Living Things,,
PAID INVOICE,Thing,,
THE GOLDEN STATE,Place,,
SUMMER SQUASH,Food & Drink,,
JUST SCRATCHING THE SURFACE,Phrase,,
WRINKLE CREAM AND SUGAR,Before & After,,
SENDING POSTCARDS TO ALL MY FRIENDS,What Are You Doing?,,
PUBLICITY STUNT,Event,,
AWKWARD PHASE,Thing,,
CIRCUS RINGMASTER,Person,,
FAIRBANKS ALASKA,On the Map,,
AN IMPRESSIVE BODY OF WORK,Thing,,
SUPER AND CEREAL BOWL,Same Name,,
HUGE EGO,Thing,,
CIVIL ENGINEER,Occupation,,
MOTOR SPEEDWAY,Place,,
LONG ISLAND SOUND EFFECTS,Before & After,,
PLEASE HAVE YOUR BOARDING PASS READY,Phrase,,
WHOLESOME FAMILY ENTERTAINMENT,Show Biz,,
SOUTH CAROLINA,On the Map,,
INVESTING IN THE FUTURE,What Are You Doing?,,
SUNDAY BRUNCH,Event,,
WEB VIDEO,Thing,,
FIREWORKS DISPLAY,Event,,
COMPUTER PROGRAMMER,Occupation,,
UNITED STATES COAST GUARD,Proper Name,,
LEAGUE NIGHT AT THE BOWLING ALLEY,Fun & Games,,
SPICY JAMAICAN JERK CHICKEN,Food & Drink,,
LOUISVILLE KENTUCKY,On the Map,,
NOW THAT TAKES THE CAKE,Phrase,,
START WITH A BANG,Phrase,,
PUT A LITTLE PEP IN YOUR STEP,Rhyme Time,,
PIRATES OF THE CARIBBEAN ON STRANGER TIDES,Movie Title,,
MONKEY BUSINESS PROPOSITION,Before & After,,
BABY PICTURES,Around the House,,
A HANDWRITTEN LETTER,Thing,,
MIGHTY PROUD,Phrase,,
THE PERFECT HOST,Person,,
WE JUMPED AT THE CHANCE,Phrase,,
CHOCOLATE LABRADOR RETRIEVER,Living Thing,,
OH GIVE ME A HOME WHERE THE BUFFALO ROAM,What's That Song?,,
HOLLYWOOD STUNTMAN,Occupation,,
SPRINKLES ON MY CUPCAKES,Food & Drink,,
BANQUET ROOM,Place,,
CHILDHOOD MEMORIES,Things,,
NOW PLAYING AT A THEATER NEAR YOU,Show Biz,,
PROFESSIONAL SKI INSTRUCTOR,Occupation,,
FANTASTIC FAITHFUL FANS,Same Letter,,
SILVER SERVING PLATTER,Around the House,,
CROWDED SUBWAY,Thing,,
THE FRONT PORCH,Place,,
IT TAKES TWO TO TANGO,Phrase,,
ROLLING ON THE FLOOR LAUGHING,What Are You Doing?,,
JUST ONE BIG HAPPY FAMILY FEUD,Before & After,,
ELECTRIC GUITAR,Thing,,
RED DELICIOUS APPLES,Food & Drink,,
BUY IN BULK,Phrase,,
OUR DOOR IS ALWAYS OPEN,Phrase,,
STREET PERFORMER,Person,,
POPSICLE AND HOCKEY STICK,Same Name,,
GRANDFATHER CLOCK,Around the House,,
LANDING THE LEAD ROLE,Show Biz,,
CABIN FEVER,Phrase,,
STEAM ROOM,Place,,
SPARKLING MINERAL WATER,Food & Drink,,
MASSAGE AND POOL TABLE,Same Name,,
PLAYING BEACH VOLLEYBALL,Fun & Games,,
PICTURE FRAMES,Around the House,,
THE ROYAL TREATMENT,Phrase,,
BATTLE OF THE BANDS,Event,,
BACKFLIP,Thing,,
REST AND RELAXATION,Phrase,,
BAMBOO PLANT,Living Thing,,
EVERYTHING I DO I DO IT FOR YOU,Song Lyrics,,
SKIERS AND SNOWBOARDERS,People,,
CAST A MAGIC SPELL CHECKER,Before & After,,
INSTANT REPLAY,Show Biz,,
SETTING A GOOD EXAMPLE,What Are You Doing?,,
CERTIFIED YOGA INSTRUCTOR,Occupation,,
TAKING A NICE LONG BREAK,What Are You Doing?,,
FAR BEHIND,Phrase,,
BODY LOTION,Thing,,
MAY THE FORCE BE WITH YOU,Movie Quote,,
FASHION MODEL TRAIN SET,Before & After,,
CANADA WELCOMES THE DUKE AND DUCHESS,Headline,,
WHITE COTTON BATHROBE,Around the House,,
ROUGH PATCH,Thing,,
FITNESS CENTER,Place,,
LITTLE GREEN MEN,Fictional Characters,,
BLOWING BIG BIG BUBBLES,Same Letter,,
WEARING A GRASS SKIRT,What Are You Doing?,,
HAPPY CAMPERS,People,,
A REAL BARN BURNER,Phrase,,
ENCORE PRESENTATION,Show Biz,,
COMFY HOME,Place,,
SATELLITE RADIO,Show Biz,,
LIFETIME ACHIEVEMENT AWARD,Thing,,
SNAPDRAGONS,Living Things,,
POPEYE THE SAILOR MAN,Fictional Character,,
JOB FAIR,Event,,
FULL STEAM AHEAD,Phrase,,
CHIEF EXECUTIVE OFFICER,Occupation,,
WATERPROOF SUNSCREEN,Thing,,
KATHIE LEE GIFFORD,Proper Name,,
LENDING A HELPING HAND,What Are You Doing?,,
POUND SIGN,Thing,,
FRIENDS AND FAMILY,People,,
GRILLED SCALLOPS WITH ANGEL HAIR PASTA,Food & Drink,,
THE GREEN MOUNTAIN STATE,Place,,
CARGO DECK OF CARDS,Before & After,,
YOU ARE SO BEAUTIFUL,Song Title,,
BLACKBEARD THE PIRATE,Proper Name,,
HOCKEY LEAGUE,Thing,,
HARBOR SEALS,Living Things,,
THEATER CRITIC,Occupation,,
LIGHTS CAMERA ACTION FIGURES,Before & After,,
LUNCH WILL BE SERVED POOLSIDE,Phrase,,
MODEL CITIZEN,Person,,
TICKLING MY FUNNY BONE,Fun & Games,,
VAGUE IDEA,Thing,,
TREASURE CHEST,Thing,,
MINNESOTA VIKINGS,Proper Name,,
DANCING AND DAIRY QUEEN,Same Name,,
BELGIAN WAFFLES TOPPED WITH WHIPPED CREAM,Food & Drink,,
MINIATURE GOLF,Fun & Games,,
FRESH FLOWERS,Around the House,,
DANCE PARTNER,Person,,
CHOCOLATES ON MY PILLOW,Food & Drink,,
CAN YOU KEEP A SECRET ADMIRER,Before & After,,
THE REAL DEAL,Rhyme Time,,
PIPPI LONGSTOCKING,Fictional Character,,
CORKBOARD,Thing,,
NANTUCKET,On the Map,,
ART GALLERY,Place,,
WINNING LOTTERY TICKET,Thing,,
HONEYMOONERS,People,,
HEAD OF THE PACK,Phrase,,
HOLD OUT HOPE,Phrase,,
LONG WEEKEND,Event,,
SLEEPING IN,What Are You Doing?,,
THE MARTHA STEWART SHOW,TV Title,,
ON THE GOOD SHIP LOLLIPOP,Song Lyrics,,
FRIENDLY SERVICE,Thing,,
PERFORMING A MAGIC TRICK,Show Biz,,
HORSEBACK RIDING,Fun & Games,,
INNKEEPER,Occupation,,
A WALK IN THE THE PARK,Phrase,,
CRYSTAL CANDLESTICKS,Around the House,,
SOMETHING OLD SOMETHING NEW ENGLAND,Before & After,,
TASTY JAMAICAN RUM PUNCH,Food & Drink,,
HIDDEN COMPARTMENT,Thing,,
MOIST BROWNIES,Food & Drink,,
MARRIED COUPLE,People,,
REESE WITHERSPOON,Proper Name,,
BLUE JAYS AND CARDINALS,Living Things,,
FLIGHT ATTENDANTS PREPARE FOR LANDING,Phrase,,
LEMON MERINGUE PIE,Food & Drink,,
CALYSPO BEAT,Thing,,
FEEL THE HEAT,Phrase,,
SANTA FE NEW MEXICO,On the Map,,
RISE OF THE PLANET OF THE APES,Movie Title,,
MANDATORY MONDAY MORNING MEETING,Same Letter,,
COOLING OFF IN THE INFINITY POOL,Fun & Games,,
HUGS AND KISSES,Things,,
BLOOMING WILDFLOWERS,Living Things,,
YOUNG CALF,Living Thing,,
MOJAVE DESERT,On the Map,,
BEAUTY PARLOR,Place,,
AUDIENCE PARTICIPATION SHOW,Show Biz,,
LOVE IS IN THE AIR CONDITIONING,Before & After,,
HAWAIIAN COCONUT PUDDING,Food & Drink,,
TREASURE HUNTER,Person,,
BALE OF HAY,Thing,,
ARMADILLO,Living Thing,,
BRASS BAND,Show Biz,,
JOSHUA TREE NATIONAL PARK,Landmark,,
